"","waic1","wbic1","waic2","wbic2","select.waic","select.wbic"
"1",0.107172424973695,-2.44799080875771,0.832678630174626,20.9243048953969,1,1
"2",0.793876474760674,17.7634733376503,0.785292901170636,17.3364329986702,2,2
"3",0.356922170398544,5.07199932531122,0.497319821889657,11.8451853577565,1,1
"4",1.15900433852388,28.8424067465472,0.562640445262369,14.6086625112989,2,2
"5",1.20854370964305,27.9141046347917,2.04404831816258,22.7822142388801,1,2
"6",0.794785010647786,18.3632095346862,0.442234437217663,11.1182624629626,2,2
"7",1.53498579900113,41.303033915553,0.818042589769045,21.2222444887705,2,2
"8",1.06266502438837,23.2343562767891,0.427451375904705,10.7375386768946,2,2
"9",0.820509011796724,20.3997969245338,0.9749112746042,22.6921683951245,1,1
"10",1.48305167834085,36.1571348597682,2.79521933696946,38.2548937478907,1,1
"11",1.25790269093517,30.436232227823,0.682074594668807,17.2441645511099,2,2
"12",0.553563354184709,11.8635169273119,0.491562464728889,12.7196993434481,2,1
"13",0.0544015421654938,-4.45157957910802,0.452963518773016,10.1481908220122,1,1
"14",1.19820635146688,30.5332764706281,0.560911742896596,14.4066974936647,2,2
"15",1.10209460901828,25.4582121808406,0.63125205451803,15.6719652793925,2,2
"16",0.897706560039399,22.7090348588707,0.660556124099856,16.6081260975838,2,2
"17",0.752288678632293,17.7014012596968,1.39406948777184,35.2350762271079,1,1
"18",1.03304699930463,25.2098138083616,1.42416070596825,26.1586965070997,1,1
"19",0.0425486692754067,-5.07214593732565,0.854851135077423,21.6864732644201,1,1
"20",1.05236577874918,25.5145046700738,1.33384457711355,26.2046248246306,1,1
"21",1.22692716798604,31.3078212966946,1.34537445158317,27.1153011011487,1,2
"22",0.336748574297065,4.50248868237984,0.914854697617152,22.2334822502776,1,1
"23",0.615511408614777,11.3077787881343,0.382255692566296,9.49009498119673,2,2
"24",1.08473104944501,26.0162299633172,0.479447599529038,12.3778059260175,2,2
"25",1.25054176639864,31.495762585293,0.697586954404741,18.0759885660991,2,2
"26",1.59657736933302,39.4167029586856,0.55790211134876,14.2416598970368,2,2
"27",0.476598868246426,7.78045029276372,0.359876027037577,8.66692660213442,2,1
"28",1.884162314126,51.0123474502687,1.02524095610781,26.4052692580603,2,2
"29",0.852765250625138,19.4654149355869,1.4898434815137,28.976946815273,1,1
"30",0.780714876888237,18.5313336846774,0.580642095258251,15.1245916901812,2,2
"31",1.13248631827302,29.4427912314721,1.27647470521941,27.9515968542422,1,2
"32",0.816868643397597,16.6885997487915,0.661984490980571,15.1518944769443,2,2
"33",0.886629644631451,20.3042956152532,0.487306589035986,12.1553046238755,2,2
"34",0.862031749477389,18.0160265600683,1.13218086695219,20.3769265079805,1,1
"35",2.47333906507137,68.7597842102993,0.869702626203045,23.1561099891522,2,2
"36",1.07809234324782,27.6288624125503,1.15880746072665,24.8543979614822,1,2
"37",0.651310473836783,14.0271127144768,0.636908520388115,15.9107603702087,2,1
"38",0.241179245642508,1.17448794214118,0.953730403157516,21.9272124300953,1,1
"39",0.135570447431247,-1.58295263216721,0.380280401189029,9.25700012349897,1,1
"40",1.80706448483529,48.4027230684922,0.915814666665203,23.7048352408834,2,2
"41",1.5037381364608,39.9512187520685,1.58037685865483,31.5779413207722,1,2
"42",2.07271017803379,53.4898072031656,0.922013021883599,23.5836213858633,2,2
"43",1.66076686075165,43.657451776529,0.746948495544298,19.411292786395,2,2
"44",0.89326043115181,21.8710671766423,1.32591354676695,28.6644099279171,1,1
"45",0.540992883918516,10.9386987067298,1.05049044671417,24.8773429350859,1,1
"46",0.690193684497281,13.8906453840221,1.34201335019224,27.7535381850011,1,1
"47",1.42390754409252,37.1364923452021,0.705078119067218,18.2835312674254,2,2
"48",1.56971985949883,40.882213939322,0.800629033205299,20.8270252649792,2,2
"49",0.587891862416278,10.7379369750778,0.960962910678243,17.7415649400132,1,1
"50",0.0126874509161108,-7.02015555012693,0.345675137474693,7.97874360795421,1,1
"51",-0.393731099437325,-16.547760381543,0.542746479367393,13.4379475981991,1,1
"52",0.921531181467573,19.9835667548868,0.486298698409489,11.8562925292484,2,2
